LapNumber,Speed,LapTime,TrackTemperature,TyreAge
69,203.689,78.0,28.17085087923072,17
69,204.605,77.6,22.748546908792434,1
69,203.77,77.9,25.26885737343356,10
68,202.558,78.4,21.225752324993696,7
67,198.485,80.0,35.57312919369738,19
66,203.318,78.1,29.842957158013693,4
66,198.108,80.2,30.047083529324908,13
46,207.154,76.7,34.02440089197203,16
37,195.858,81.1,29.14966240691981,10
33,194.958,81.5,28.91871265920172,4
30,204.094,77.8,22.92119287522188,14
60,229.338,80.7,25.30203839482135,17
60,227.847,81.2,33.942698280489935,10
60,229.902,80.5,39.02440578046428,17
60,228.041,81.2,25.877611388131697,5
60,225.721,82.0,22.151882048955468,13
60,226.6,81.7,34.09796974020696,8
60,224.874,82.3,23.144086989664903,19
60,225.812,82.0,24.98281071207849,4
60,225.394,82.1,39.0960418694567,12
59,224.427,82.5,22.05513749787128,2
59,222.204,83.3,32.5860627927881,6
59,222.02,83.4,33.945040290128105,5
59,222.744,83.1,28.71647423127197,2
59,222.42,83.2,23.716856007605465,3
59,222.588,83.1,24.048804940320665,6
58,224.195,82.6,33.4010732338802,5
58,219.682,84.2,27.90498135163752,5
57,214.75,86.2,37.202829350586114,13
56,213.987,86.5,34.11810976864734,15
10,217.08,85.3,23.256115903572628,5
67,218.866,75.2,38.538377528736575,11
67,217.011,75.9,25.976613538305187,6
67,217.111,75.8,24.085645240010173,17
67,216.977,75.9,27.201587877932205,17
67,216.381,76.1,39.15953433467093,15
67,216.455,76.1,29.98456452120076,17
67,216.0,76.2,38.77989575441217,14
67,215.845,76.3,27.13031749853137,7
67,215.992,76.2,30.56272530814391,11
66,215.168,76.5,32.00975234866988,18
66,214.946,76.6,29.53722601325807,12
66,214.615,76.7,29.8864875540892,2
65,209.963,78.4,38.500779621746645,19
64,215.32,76.5,34.25002192835249,16
64,213.511,77.1,33.37809121952315,7
64,210.535,78.2,24.53689895511153,3
64,210.821,78.1,38.1746257155867,8
63,208.369,79.0,33.17671511449262,16
55,214.397,76.8,26.12493991746525,12
32,219.924,74.9,38.546061714456414,1
70,194.186,81.2,39.46678542085448,15
70,193.573,81.5,32.66484133379551,6
70,192.634,81.9,37.31830535046818,1
70,192.707,81.8,26.21019421897507,16
70,191.388,82.4,25.36991312674557,13
70,192.212,82.1,28.85158854630508,13
69,191.279,82.5,39.99961707278833,18
69,191.405,82.4,25.22190095665068,11
69,191.157,82.5,31.223282231253496,5
69,190.551,82.8,28.49257864651738,13
69,190.285,82.9,31.81977941035297,7
67,186.765,84.4,20.08301263350005,3
66,186.042,84.8,28.22412942250437,11
63,189.909,83.0,27.675259512824173,1
59,183.484,86.0,30.434850880881868,8
56,189.749,83.1,38.99470331888954,6
41,194.143,81.2,36.626034809889305,11
26,184.148,85.6,25.807458374758536,12
58,226.0,85.0,25.00974601639648,15
58,224.694,85.5,24.00013036801878,4
58,226.693,84.8,21.62809675665013,3
58,224.484,85.6,20.52728426758644,15
58,223.998,85.8,28.04976858463524,7
58,222.989,86.2,29.73004591483286,8
58,222.372,86.4,34.10287960961434,12
58,222.483,86.4,23.851305888309287,1
58,223.82,85.9,36.57399834431928,16
57,221.813,86.6,24.733368995199378,15
57,220.966,87.0,21.271274171793408,17
57,220.819,87.0,34.76675884834315,10
55,215.364,89.2,25.86840284688241,17
55,215.227,89.3,27.89592428656673,19
55,215.834,89.0,28.10599172744229,8
48,214.972,89.4,27.034317934733902,3
32,220.905,87.0,36.66791832781247,6
29,219.99,87.4,29.536788995545606,13
28,222.123,86.5,39.80659392176409,8
20,221.414,86.8,38.11197187964581,11
53,254.861,81.8,29.154160945788007,4
53,253.874,82.1,31.195723074796497,11
53,252.519,82.6,27.683651566016778,12
53,255.874,81.5,22.463373997763448,19
53,251.775,82.8,28.91639245641452,9
53,251.032,83.1,32.08610486808435,5
53,251.656,82.9,39.891163713422415,10
53,250.776,83.2,36.77767483357561,3
53,250.162,83.4,29.367709116052023,16
53,249.507,83.6,23.828757872237325,14
52,248.591,83.9,27.58069044494896,17
52,249.859,83.5,24.28282344714895,5
52,249.36,83.6,29.84082430392422,5
52,251.459,82.9,25.95268742786161,17
52,248.665,83.9,22.2706744700438,13
52,250.234,83.3,25.06300035915832,14
51,245.9,84.8,33.57525342448969,19
51,244.794,85.2,31.2183472693985,1
51,245.448,85.0,25.472420779418165,3
50,244.929,85.1,21.14424914027358,18
44,220.662,113.8,24.014181683205244,7
44,216.252,116.1,27.27315307824212,10
44,221.61,113.3,37.323683612919226,19
44,223.655,112.3,25.293855319307003,5
44,223.053,112.6,29.78469192858413,7
44,219.81,114.3,33.665728304702235,19
44,225.329,111.5,38.84585024441028,3
43,213.032,117.9,33.98833096098459,8
43,223.069,112.6,31.53205378398389,10
43,213.282,117.7,32.264329546123804,10
43,216.711,115.9,29.754837341460743,7
42,206.48,121.6,27.05702775200902,16
41,207.296,121.1,39.16356572536301,10
40,216.518,116.0,26.262723946014365,4
39,213.658,117.5,26.07510994639879,5
34,214.732,117.0,32.04194646446565,4
18,212.016,118.5,21.30254959538704,4
13,213.834,117.4,32.68605769698041,4
13,213.67,117.5,21.66121877187769,1
10,214.431,117.1,22.34565539961331,7
71,213.522,72.6,33.63578393657091,3
71,214.651,72.3,25.36376539507692,13
71,213.513,72.7,23.17595810714654,14
71,213.082,72.8,23.091510984054505,12
71,211.946,73.2,21.04142048695292,12
71,211.941,73.2,30.648882357370127,8
70,210.349,73.7,21.854166832728023,8
70,210.411,73.7,34.17546974670171,2
70,210.195,73.8,23.856290111378783,1
70,208.516,74.4,24.139609087376087,5
70,208.659,74.3,28.82554221597859,1
70,209.474,74.1,34.38211046705339,9
69,210.852,73.6,34.55988141291199,11
69,205.388,75.5,20.417866601606555,6
68,207.091,74.9,31.382216649046768,7
55,206.52,75.1,34.71811147649517,3
45,210.794,73.6,26.06781968086965,17
34,204.67,75.8,25.953734626316795,5
53,228.372,91.5,25.824128415068152,3
53,225.948,92.5,27.828580020276124,15
53,228.225,91.6,24.756881598582787,2
53,224.733,93.0,32.53337957521915,2
53,225.383,92.8,37.13423066412539,15
53,224.731,93.0,25.28911952349184,11
53,225.361,92.8,31.814247364162643,8
53,225.283,92.8,31.51408046425675,6
53,223.587,93.5,27.387962109427527,5
53,224.227,93.2,22.58454641059392,7
53,224.466,93.1,21.252879249475804,14
53,224.093,93.3,25.20084627646991,13
52,218.998,95.5,35.81132651891533,8
51,216.468,96.6,29.91639880632366,1
51,218.019,95.9,24.99890182265439,3
49,217.674,96.0,29.37005981598884,8
9,216.161,96.7,25.312058233829752,6
9,214.57,97.4,36.21200283753342,1
52,221.956,94.2,28.67283604134575,1
56,209.797,93.5,21.430068452973547,19
56,210.458,93.2,38.358365229190014,11
56,208.684,94.0,35.65493215942054,15
56,209.736,93.6,36.68216713333079,7
56,209.369,93.7,35.41483192365161,4
56,208.553,94.1,29.15573501036028,17
56,208.161,94.3,25.4812222154155,15
56,207.074,94.8,31.68562691495292,4
56,207.47,94.6,27.49350938095966,9
56,207.19,94.7,30.2484722033758,18
56,203.22,96.6,28.652178174195942,6
56,206.54,95.0,27.903262478257,15
55,207.525,94.6,31.626280553587502,19
55,202.526,96.9,39.16144315603779,4
55,205.812,95.3,31.659681756106835,16
50,201.857,97.2,32.79565573584014,7
34,205.295,95.6,35.00751066340966,16
28,201.478,97.4,34.351762205389576,17
24,207.654,94.5,23.637079271027183,17
20,204.674,95.9,26.75300809320728,9
58,226.933,84.1,27.38117387208667,18
58,226.788,84.2,27.8235533080536,17
58,224.365,85.1,22.24400885442825,16
58,222.441,85.8,22.87158063239629,4
58,223.844,85.3,27.850345756253063,9
58,222.032,86.0,32.54261481800401,14
57,221.278,86.3,26.74479398110117,16
57,221.142,86.3,21.80782907086841,19
57,221.787,86.1,32.419425680407144,5
57,221.26,86.3,28.34959493002188,1
56,217.336,87.8,25.60553808890502,10
56,217.385,87.8,31.25168031896299,3
56,217.417,87.8,30.032983908571488,8
55,215.659,88.5,20.53586070443848,10
44,219.823,86.8,35.10417323860608,8
43,218.173,87.5,20.76052135669516,5
43,211.741,90.2,21.62456916931844,2
29,222.11,86.0,20.983501971660523,13
13,210.666,90.6,33.607422703587964,4
9,217.098,87.9,31.6350401334336,8
56,210.451,94.8,24.64452025458765,18
56,211.782,94.2,34.623687107572,2
56,210.123,95.0,32.02000177887831,1
56,209.279,95.4,27.42975886877108,10
56,209.964,95.0,31.073238525904884,2
56,208.183,95.9,32.127255345238765,2
56,208.105,95.9,27.28349459836168,14
55,206.635,96.6,31.090885938837832,6
55,206.691,96.5,32.10879320794859,7
55,205.653,97.0,24.14817417694844,13
55,206.411,96.7,28.17398246230228,17
55,207.968,96.0,34.232609678379106,9
54,200.496,99.5,27.42891418723611,15
53,199.725,99.9,20.59129504503195,10
52,208.559,95.7,23.101452192546283,2
52,199.302,100.1,24.768792831667746,3
40,209.706,95.2,38.854799443930446,13
34,204.805,97.4,31.183457308855253,2
27,208.716,95.6,22.99502955349513,11
23,205.885,96.9,24.67890717950436,3
57,216.074,90.3,22.415929969184887,6
57,214.591,90.9,36.62373838785915,12
57,214.393,91.0,28.85492713854385,15
57,213.312,91.4,23.66065421717626,15
57,214.061,91.1,37.12686469094673,4
57,215.116,90.7,32.38528283192878,15
57,214.815,90.8,27.842444900930165,5
56,211.333,92.3,32.61881418264875,14
56,211.049,92.4,36.780424319703,9
56,211.237,92.3,20.51737586022511,18
56,211.214,92.3,35.04188796299478,13
56,210.391,92.7,28.739377032185704,18
56,214.353,91.0,26.19397727810724,5
56,210.748,92.5,39.83481844065243,16
56,209.051,93.3,21.33065045732683,7
55,207.388,94.0,30.477836987736072,15
52,204.995,95.1,30.398175206699083,15
50,212.29,91.9,33.32823550448028,18
44,206.241,94.6,32.81093706193191,1
7,208.508,93.5,27.737512758702746,6
62,220.85,80.4,35.41001068169902,1
62,218.701,81.2,39.12531669954474,9
62,216.914,81.9,38.1800172257272,5
62,217.499,81.6,28.371528195709573,19
62,217.456,81.7,34.65125053495076,13
62,216.906,81.9,23.572717992010222,9
62,217.395,81.7,28.700773831390627,3
61,215.258,82.5,34.04666474044278,11
61,214.857,82.7,29.180807444032496,5
61,214.232,82.9,38.045750360695024,17
61,214.32,82.9,34.35068328525897,8
61,214.087,83.0,34.76266737531911,12
61,214.139,82.9,26.634021726778457,18
60,212.306,83.6,29.9662470151016,2
58,206.317,86.1,31.07568412406706,12
56,216.758,81.9,24.51707456728684,15
48,212.983,83.4,37.43116564637327,3
32,213.683,83.1,27.44534577320638,1
22,204.46,86.9,25.06725295769471,6
6,207.809,85.5,36.999261532124365,3
66,215.07,77.5,37.1196003174049,3
66,213.863,77.9,22.44214287419788,7
66,213.067,78.2,32.01897395698904,15
66,214.776,77.6,28.317020289752293,7
66,214.439,77.7,38.68816416543931,5
66,212.063,78.5,27.05735852784041,15
66,210.685,79.1,28.837560984408235,15
65,214.945,77.5,33.58428479432008,11
65,211.334,78.8,25.36353467303904,8
65,210.384,79.2,29.68982152220844,12
65,211.273,78.8,23.53489466745928,13
65,211.877,78.6,35.07511125493199,12
65,210.552,79.1,20.107766753334616,4
51,208.486,79.9,26.52325785299041,14
46,212.838,78.3,33.64945840341868,17
43,210.472,79.1,21.558270758952062,14
33,210.32,79.2,30.62087829285877,5
33,210.928,79.0,26.87649715655984,18
31,202.339,82.3,32.604437441674456,18
17,199.75,83.4,33.743122268849774,8
77,160.598,74.9,25.369792425081187,2
77,159.851,75.2,20.022358769374343,14
77,158.705,75.8,29.363220864347525,3
76,159.48,75.4,29.91952245348145,16
76,155.85,77.2,29.401962823036136,1
76,157.729,76.2,33.01373173096141,15
75,153.637,78.3,20.66103982905578,14
74,157.188,76.5,20.420887767797925,14
71,146.838,81.9,23.149731649164323,10
69,154.972,77.6,21.565536287026475,17
45,161.528,74.4,34.90497362910243,13
41,159.838,75.2,37.126202167102726,18
27,157.789,76.2,25.656856615618608,17
15,147.367,81.6,22.01199687575941,14
12,151.407,79.4,31.080354790792946,3
11,155.216,77.5,21.60216798280611,3
2,147.773,81.4,32.91711713301971,1
2,149.255,80.6,28.28942128079676,1
2,148.804,80.8,23.60174143634785,1
60,207.144,89.5,26.80306433793067,10
60,205.689,90.1,30.5824866780112,17
60,204.879,90.5,22.26365691061922,6
60,203.364,91.1,20.4437953897243,12
60,203.511,91.1,26.486219478402628,2
60,202.737,91.4,26.286517040136808,12
60,201.678,91.9,22.045091424500963,9
59,202.712,91.4,22.187768637935413,4
59,199.859,92.7,24.344279728922057,15
59,201.178,92.1,30.58132185725347,6
59,200.341,92.5,35.98591704953563,5
59,199.698,92.8,26.63938502842029,15
58,199.767,92.8,20.064313780311025,1
57,193.949,95.6,38.09278214908197,8
57,195.77,94.7,22.090074184258068,3
47,205.91,90.0,29.412478684500464,4
25,200.708,92.3,33.5923504737448,19
9,202.168,91.7,26.027131184243544,5
70,213.222,73.6,24.68758082075115,8
70,213.246,73.6,27.05430356904533,18
70,211.453,74.2,28.07804773107275,4
69,209.11,75.1,27.25298903573932,15
69,210.022,74.8,25.91671766313676,19
69,208.002,75.5,35.04906105833227,18
68,205.761,76.3,25.964331017047584,4
68,206.873,75.9,37.73647667869244,16
67,207.307,75.7,28.320287627723864,7
66,202.533,77.5,33.257380847881485,14
62,207.776,75.6,32.41530431590342,19
48,209.116,75.1,25.13356814396981,5
44,211.644,74.2,39.95237859481157,8
30,201.212,78.0,22.83863770343624,15
6,204.584,76.7,20.84268188929096,5
70,212.042,74.0,25.012330241280708,10
70,211.314,74.3,35.74190711061508,18
69,207.523,75.7,35.80418407655988,17
69,206.451,76.0,28.49914715243287,12
73,214.327,70.4,31.701824718403344,11
73,214.366,70.4,37.182029618759934,19
73,213.372,70.7,20.575532960113115,8
73,211.993,71.2,30.271366795498984,10
73,212.752,70.9,24.69480143651584,16
72,211.812,71.2,26.700214307486227,3
72,209.149,72.2,34.88296458575128,7
70,203.668,74.1,35.371542863710104,11
65,209.225,72.1,29.85129285931593,11
60,209.193,72.1,22.1656905570042,4
57,211.791,71.3,29.87591857184337,8
40,206.46,73.1,20.656180297543905,2
26,212.477,71.0,30.02396661401325,14
17,207.091,72.9,39.13762735250836,4
9,209.652,72.0,22.31806118602809,2
8,211.847,71.2,31.82684834001679,1
70,210.669,75.4,26.63062254725624,4
70,210.183,75.6,39.75916194651345,11
70,208.845,76.0,27.943256734287583,3
70,208.262,76.2,26.62625151861296,12
70,209.021,76.0,30.256580670755984,13
70,208.112,76.3,38.69085456932197,8
70,209.518,75.8,30.628972422917883,12
70,208.557,76.1,27.198540798039403,3
70,209.063,76.0,31.446718594502546,17
70,208.749,76.1,23.77533330141361,7
69,206.625,76.9,29.965525379229224,15
69,207.037,76.7,21.159428813893648,9
69,205.194,77.4,39.1649170187775,11
69,206.397,76.9,22.01133920607986,9
68,206.043,77.1,24.21236358341725,6
68,201.961,78.6,34.4619042576972,15
67,204.525,77.6,21.92408985393006,4
66,201.18,78.9,35.21815494770889,17
31,199.344,79.7,20.30832198428687,15
15,206.741,76.8,34.11906342070728,11
60,235.049,78.7,33.324304364711665,14
60,232.641,79.6,20.82634949165584,9
60,233.398,79.3,27.91315107329022,8
60,232.835,79.5,21.764038161337748,5
60,231.437,80.0,33.79424037538802,17
60,231.887,79.8,36.157016526788766,2
60,229.773,80.5,23.63930551750819,13
60,229.145,80.8,20.245147046841293,9
60,229.953,80.5,34.010104198969586,19
60,230.073,80.4,39.17836881283012,8
60,229.082,80.8,28.29307995651648,15
60,230.096,80.4,27.342491184655216,6
59,229.145,80.8,36.39956543278301,1
59,228.613,81.0,22.08049395707738,13
59,226.475,81.7,21.61140608524736,2
56,219.554,84.3,24.16691182785856,1
47,225.301,82.1,23.031830402080967,13
39,229.466,80.7,39.24696112169418,12
29,219.5,84.3,24.60620534775171,2
16,222.631,83.1,24.969442504418087,1
66,223.173,73.8,27.54476896870732,11
66,222.167,74.1,22.75448228483345,17
66,221.724,74.3,37.74254491121764,12
66,220.853,74.6,39.70306397625506,19
66,221.185,74.4,25.174370525697903,9
66,219.895,74.9,34.54502457284025,11
66,220.77,74.6,29.36753870485518,8
66,220.773,74.6,33.620848166183926,17
66,217.708,75.6,36.343535079572206,2
66,219.42,75.0,30.37075938610083,10
66,221.364,74.4,27.6600459899222,14
66,219.66,75.0,24.83440541116504,6
65,215.958,76.2,35.27170618334971,19
65,221.778,74.2,35.67961149608827,12
63,216.497,76.1,29.513870926715803,11
62,209.07,78.8,25.89585749374185,13
62,210.105,78.4,34.24942812823492,18
42,214.119,76.9,38.99506674034567,7
38,219.128,75.1,30.16724304636886,14
13,223.182,73.8,24.68674636733602,4
70,199.461,79.1,31.575389366837864,19
70,199.103,79.2,34.95104605721828,2
70,196.469,80.3,34.12953607264257,18
70,195.398,80.7,27.24108334070636,9
70,196.103,80.4,20.43929812012572,5
69,194.639,81.0,37.322592036312514,9
69,195.918,80.5,34.045365889955505,6
69,194.658,81.0,29.372158102481496,14
69,194.389,81.1,36.97518196363937,2
69,195.132,80.8,26.741765240760348,10
69,193.968,81.3,36.51268996783777,10
68,193.473,81.5,23.467423316196445,9
68,191.101,82.5,22.92981774796756,6
66,186.423,84.6,35.05981368029531,14
65,185.865,84.9,30.726267464739166,11
48,190.186,82.9,20.791685547201688,13
41,195.422,80.7,26.84346141880448,8
31,191.112,82.5,21.43280784663797,2
21,192.674,81.9,24.082362263805404,17
13,193.094,81.7,31.81749056346052,3
44,238.931,105.1,21.261200379323512,18
44,238.036,105.5,38.73631755761697,11
44,237.669,105.7,25.713221432835475,4
44,233.345,107.6,39.55491331955317,3
44,235.238,106.8,30.82666398038146,9
44,233.595,107.5,22.77739019461519,12
44,235.633,106.6,30.89237179129712,6
44,233.04,107.8,38.90592761600287,13
44,237.148,105.9,34.32661316844612,4
41,233.449,107.6,28.493593676366928,4
40,227.332,110.5,37.86369098789005,7
37,235.704,106.5,36.63750240477433,10
31,235.278,106.7,36.46687532458395,10
29,234.375,107.2,33.64301634564326,5
28,226.185,111.0,30.492381913735628,8
11,237.211,105.9,37.69096978422276,10
53,257.32,81.0,39.94684644751025,10
53,256.324,81.4,31.2512065801015,11
53,252.262,82.7,27.90901972408541,1
53,252.296,82.7,36.55441657863584,5
53,251.477,82.9,30.401494749909528,18
53,251.599,82.9,24.0441740392476,14
53,253.566,82.2,28.27650148938292,18
53,252.433,82.6,20.62075244632332,3
53,250.99,83.1,38.75607458330312,4
53,251.702,82.9,29.23031633593568,8
53,250.027,83.4,25.57777040003794,16
52,251.441,82.9,28.010126461486383,9
52,249.961,83.4,32.461356798783605,6
52,247.781,84.2,23.87609761882633,18
50,241.497,86.4,36.21816426611147,10
40,251.623,82.9,29.487094380628065,17
33,248.091,84.1,20.17038067378485,1
29,241.456,86.4,20.10124343671356,6
13,250.162,83.4,36.4294369046552,10
56,212.25,92.5,39.0574581474318,19
56,211.154,92.9,31.401863051132874,11
56,211.288,92.9,29.249829812669383,11
56,209.597,93.6,21.70538499403913,1
56,210.761,93.1,36.40467614276943,5
56,209.804,93.5,37.69050426323156,6
56,209.833,93.5,23.248544312872884,8
56,209.916,93.5,20.907299359159296,14
56,209.369,93.7,33.24569036555961,6
55,206.797,94.9,38.73870160095289,7
55,206.672,95.0,23.560579700249026,15
55,212.749,92.2,35.59446016972066,4
55,207.181,94.7,24.64975380711163,4
55,207.431,94.6,36.93176237286991,18
55,206.714,94.9,29.950697590119248,6
53,201.106,97.6,36.63436900240878,11
38,201.521,97.4,31.0499196464998,10
37,209.774,93.5,27.679934425606525,2
35,208.165,94.3,25.61356045314838,6
11,202.539,96.9,31.94609079958211,9
53,225.281,92.8,36.823712114700925,16
53,223.663,93.5,36.632458611458674,6
53,222.824,93.8,34.08192679036526,5
53,223.007,93.7,37.53760994681911,8
53,221.737,94.3,25.243443208395103,10
53,222.585,93.9,39.04210883088943,4
53,222.919,93.8,26.568400695301072,7
53,222.751,93.9,24.29519785468292,14
53,223.312,93.6,28.47368874539052,2
52,219.385,95.3,22.194703104043683,13
52,220.924,94.6,28.151024159784903,19
52,219.451,95.3,36.95357529072764,7
52,218.847,95.5,20.77213657258629,18
51,221.364,94.4,24.668703005385908,7
51,216.259,96.7,36.859913347341255,17
50,210.415,99.4,23.18675028045006,5
41,210.241,99.4,29.130071845095184,17
38,222.592,93.9,26.687122586493608,18
38,225.441,92.7,37.23543981408624,6
20,221.855,94.2,22.152242242477776,1
71,217.038,71.5,32.79380358352465,15
71,216.768,71.6,25.32241356158069,10
71,216.435,71.7,30.623749038677573,5
71,215.097,72.1,33.84493085325329,8
71,216.158,71.8,31.18807554550554,4
71,215.626,71.9,28.43441846489773,6
71,216.161,71.8,23.06142163168687,7
71,215.252,72.1,39.889710722742365,6
71,215.818,71.9,25.65508646588864,11
70,214.823,72.2,25.41609863058512,1
70,213.899,72.5,32.68463741226309,15
70,214.156,72.4,34.32381451867715,18
70,212.612,73.0,36.12613084665689,6
69,212.816,72.9,30.436528445697,9
69,209.896,73.9,36.71528625217224,9
67,207.543,74.7,22.67394225120477,14
67,207.507,74.8,25.59909632768265,7
23,211.926,73.2,23.826757565586195,15
15,204.5,75.9,22.426496403399504,12
3,183.709,84.4,28.49301037366646,2
58,216.891,88.0,21.69344112982686,11
58,214.344,89.1,37.95319549725004,7
58,214.706,88.9,29.67943387169293,15
58,215.92,88.4,36.732129090941314,13
58,215.199,88.7,28.396163308632328,6
58,217.668,87.7,20.75408886283953,6
58,213.95,89.2,34.022112177427914,10
58,212.537,89.8,20.79233054130013,5
58,214.64,88.9,33.460287886154184,16
58,216.245,88.3,20.64008303750197,7
58,214.491,89.0,28.417733684802023,4
57,215.695,88.5,27.1963502955994,15
56,216.596,88.1,30.740382733481898,9
55,216.97,88.0,35.139615528283514,12
55,215.744,88.5,29.93349964320048,6
45,214.164,89.1,26.680979639073293,2
24,210.943,90.5,20.31323689953737,12
17,212.301,89.9,31.921392068273065,6
58,214.455,89.0,21.36858946910509,14
31,206.483,96.6,32.04337577551107,3
31,201.392,99.1,36.07396189541137,12
31,200.74,99.4,26.415997834027927,16
31,204.473,97.6,21.72543861967933,16
31,204.698,97.5,35.00002282580049,11
31,204.304,97.7,26.86949702482141,15
31,201.276,99.1,28.350244409433003,8
31,204.459,97.6,27.094105294768006,4
31,201.055,99.3,25.30183899363536,7
31,201.072,99.2,27.32955691611958,10
31,201.551,99.0,33.96849432912913,16
31,200.778,99.4,36.86536061895471,7
31,201.019,99.3,26.946662017089885,4
31,202.683,98.5,39.66208049295561,18
30,202.737,98.4,23.42374843962549,19
30,201.689,98.9,33.07131430741938,8
30,200.623,99.5,39.471913796938544,9
29,200.738,99.4,34.707136711720324,17
56,174.235,112.6,31.02006701401072,19
56,173.69,113.0,24.346876904648624,5
56,172.825,113.5,37.62153925350958,16
56,174.289,112.6,26.592243855344584,12
56,171.361,114.5,35.13136461903063,14
56,171.138,114.7,29.631471874414267,18
56,174.117,112.7,27.06679771709105,2
56,171.25,114.6,22.885144461196457,5
56,171.413,114.5,24.573071362320288,10
56,170.054,115.4,26.75687435880259,4
56,172.934,113.5,22.58251043224072,16
56,171.898,114.2,39.179393532409705,3
56,170.122,115.3,20.4058139030908,19
55,168.821,116.2,35.05013024077097,10
55,171.77,114.2,21.116771092037222,15
54,169.849,115.5,20.964501789229605,17
50,170.971,114.8,39.08039120204963,12
43,168.925,116.2,35.41056663531255,7
20,168.466,116.5,24.465493895755884,6
18,163.081,120.3,32.71820186468975,14
57,205.979,94.6,39.26227766690143,4
57,205.614,94.8,33.817234961416496,12
57,206.049,94.6,24.198636418617543,3
57,205.269,94.9,32.48183375649296,3
57,205.3,94.9,23.87548600712146,14
57,204.016,95.5,26.28156773120542,16
57,206.01,94.6,33.97077268986516,11
57,203.539,95.7,36.4568245569354,15
57,203.339,95.8,32.27211922972733,3
57,204.138,95.4,34.19259785120589,9
57,204.73,95.2,23.92665131680069,5
57,203.969,95.5,21.050059235172977,3
57,204.205,95.4,25.47226036054856,7
56,204.946,95.1,33.18438559180119,11
56,202.158,96.4,24.006962348533406,19
56,202.488,96.2,33.65499277469983,12
56,201.954,96.5,23.893292818526163,7
56,203.573,95.7,35.36089736934253,17
56,203.11,95.9,32.51334320918458,12
48,202.627,96.2,35.52035224775229,3
66,202.149,82.9,28.76258738533341,15
66,202.484,82.8,31.896727046115902,19
66,201.631,83.1,28.02945253974456,16
66,201.684,83.1,33.57565548391749,13
66,200.887,83.4,37.64644557324057,4
66,201.687,83.1,29.639589894162803,7
66,199.79,83.9,38.85931495839556,16
66,200.404,83.6,35.83391848596159,5
65,199.883,83.8,30.422455803158257,13
65,199.182,84.1,22.17905937000564,11
65,199.314,84.1,36.31253254975145,15
65,198.823,84.3,37.69520671990733,14
65,199.132,84.2,24.84567273397889,14
65,199.985,83.8,26.165282452636745,15
17,198.342,84.5,35.47208695177705,6
7,188.888,88.7,35.86011942517966,4
78,159.914,75.2,33.52846487869884,6
78,158.868,75.7,20.76947701956316,2
78,159.507,75.4,36.201041597674106,10
78,159.991,75.2,34.21216402815986,6
78,159.636,75.3,36.172670037362224,15
78,158.686,75.8,32.07064295522476,18
78,159.53,75.4,28.29734924243691,4
78,157.84,76.2,27.86537319796312,8
78,157.343,76.4,25.691246414018472,18
77,158.073,76.1,39.94917983966605,1
77,157.654,76.3,33.783638677104506,14
77,158.824,75.7,25.65440628954708,5
77,158.187,76.0,26.902739532905365,15
77,157.702,76.2,29.97512133557968,1
76,158.644,75.8,37.87176761121263,14
51,158.896,75.7,23.949420766244,16
28,155.032,77.6,22.82338100682716,18
15,154.88,77.6,38.46090376742623,7
10,153.144,78.5,29.871358621521008,3
10,153.012,78.6,21.417025171317405,9
58,219.422,87.6,20.97040898571957,11
58,218.847,87.8,29.977503984660743,2
58,219.314,87.6,26.51441180250932,17
58,218.7,87.9,21.573659350607176,2
58,217.823,88.2,25.698582124355912,12
58,217.936,88.2,28.94045873495574,1
58,218.352,88.0,22.55773742346112,2
58,218.663,87.9,35.6697489915854,8
58,218.221,88.1,34.39660543703457,10
58,217.411,88.4,20.80658657952453,7
58,217.842,88.2,35.46003231953083,12
58,218.402,88.0,24.136359387451545,16
58,216.986,88.6,21.25098518374418,1
57,215.497,89.2,28.78660877798164,8
57,216.835,88.6,24.911124534308392,4
57,217.532,88.3,21.523517491122,6
57,215.454,89.2,34.223028849562,11
57,215.865,89.0,34.48789117095045,8
47,217.075,88.5,32.45178560622159,18
4,204.281,94.1,33.96542034198381,1
60,229.238,80.7,31.91018258728235,16
60,228.728,80.9,25.99731698662945,17
60,227.285,81.4,32.548678658514724,5
60,227.062,81.5,29.27835307538305,12
60,228.336,81.1,27.00490711928852,13
60,227.956,81.2,28.863770585767067,11
60,226.237,81.8,35.13299348726104,8
60,226.653,81.7,22.86184546017908,11
60,226.611,81.7,36.37349413091549,13
60,226.226,81.8,24.98512953096252,13
60,226.129,81.8,32.823461373351485,3
59,224.32,82.5,26.03593733638906,9
59,225.202,82.2,25.192738455831,17
59,226.11,81.9,37.17895301431778,13
59,225.823,82.0,20.865120708934327,8
59,224.128,82.6,38.1148357929566,8
59,221.714,83.5,26.44515798633897,18
59,223.762,82.7,34.34195162670678,1
37,224.427,82.5,34.56957016754372,8
36,224.557,82.4,39.99102158246376,16
60,197.151,94.0,23.260335297307066,12
60,196.97,94.1,38.03083947908092,11
60,196.201,94.5,31.944370525825548,4
60,196.315,94.4,29.62451111889952,12
60,196.63,94.3,21.05288700261309,4
60,195.749,94.7,35.04987471195456,19
60,198.498,93.4,21.224018433143897,1
60,194.011,95.5,25.10039462452735,18
60,194.327,95.4,24.2678918712047,1
60,195.991,94.6,27.78723868948247,14
60,194.465,95.3,30.01031807519985,5
60,196.659,94.2,26.82859164801655,9
