LapNumber,LapTime,TyreAge,TrackTemperature,Speed,FuelLoad,EnginePower,DownforceLevel,BrakingEfficiency,TyreCompound,WeatherCondition,PitStopTime,DriverSkill,CarAerodynamics,TrackGripLevel
41,109.66767997002356,11,23.38390756599731,342.30858192394294,61.52978742769889,714.4823690681941,2.7219210804410756,0.7976224508063088,Hard,Sunny,4.8903989599339335,7.369902181353745,2.394147987961112,0.7024034762639177
42,89.44161869189992,1,41.17647334045165,306.50082826528313,53.23578293687772,755.8390198325154,1.619601412642624,0.7104809984171926,Hard,Sunny,3.4674737782170157,9.166935943790335,2.8756694559032177,0.8531124321410068
43,88.02063300274742,3,47.3491606920591,282.9273839140088,19.584668530400595,788.8429493204262,2.682369942742219,0.9514144580783757,Medium,Cloudy,3.238641918439118,9.772735368168803,2.763478511442767,0.6837836920244945
44,102.17445362596989,4,39.57454185218472,264.0322774963595,85.55243880907892,740.869116351358,2.235364713377212,0.8750607142802712,Soft,Cloudy,5.127581991625385,7.105445017518882,1.1171193067205771,0.7955105292414589
45,86.92812390885562,2,43.21402245707102,287.1192236145994,77.06273935784307,845.6409462357143,1.508111819599659,0.7143855558681468,Soft,Rainy,5.954861644109608,7.043307937102962,4.096036899920662,0.6760880386715407
46,107.57650639612476,8,30.750876069734854,320.50200348688116,15.298894271387098,939.6930670117176,1.8393944084981924,0.88460864620816,Soft,Rainy,5.117409495721119,7.55027638415301,4.385543976673786,0.9038685552509134
47,105.04444631450542,28,25.495947353799046,288.4950883928547,28.847313063575683,985.3545432549114,1.7905953171646756,0.736928917789986,Soft,Rainy,5.385373152636328,9.05437745592381,3.123772958717317,0.728320759556685
48,90.01479095812564,20,39.28320984854878,274.6094136095444,60.15498069835094,966.8722403429398,2.62764687196416,0.8487197823166167,Soft,Cloudy,5.758002999250052,9.894343023492675,1.6918043314737545,0.7766795846496268
49,101.28048737270241,17,29.833136175236568,307.7409448293817,71.59621618581747,837.2010040047425,2.215803284689828,0.9008238743627537,Soft,Cloudy,5.207089864304126,9.251142865477979,1.9917521019413762,0.9019524940434528
50,101.40900059296388,10,45.80220556969378,291.78218528371195,22.390323783490583,890.9473304112856,1.7395775950306462,0.7445521098502093,Hard,Cloudy,5.9214171592668325,8.719097801095785,1.505336843036591,0.8638385445332151
1,78.60933540925764,2,23.678841499340198,266.5806236030292,32.03423366160915,769.2088370345958,1.8852044655678788,0.8491151223237907,Hard,Sunny,4.989137019028247,9.101648178626643,1.6780250173322138,0.7598812868695056
2,106.58935173378484,29,33.00391099199371,265.39879902774567,27.37991905381126,820.9026999795759,2.2561152079588274,0.8372232787231135,Medium,Cloudy,4.646090204668967,7.692094933876568,4.505589575118355,0.6284112000959646
3,92.68383303567501,24,31.901828014051574,320.74619902218546,29.7997437403488,961.354778626001,1.5294572959795107,0.9747251430769837,Soft,Cloudy,4.773394196998499,9.065655844195362,2.9206511636399832,0.9686427973323124
4,103.92601131377096,22,48.14161560661789,347.46718955162567,92.864181121189,708.7592566058443,2.1361883821490606,0.9987104183725916,Soft,Rainy,5.600327307099937,7.964334860435928,1.444053871402942,0.6031700704827327
5,86.20173603607141,1,24.594044018132116,273.3094070862056,74.42376157348787,859.8277817930423,2.51709210548061,0.8963423339895207,Soft,Cloudy,4.732032603447194,7.667266398498035,2.018981047954748,0.8938376569864317
6,106.34331299736701,8,20.29540475036033,327.31486008314903,76.3396282362973,961.8394893697064,2.276631877928818,0.956457746686128,Medium,Cloudy,5.044820683790695,7.709667995536905,4.798005664920385,0.9781615967407526
7,88.6220587556957,13,27.142556384213528,258.7606702450465,81.45957797823543,736.6029621552282,2.3971493116132483,0.8940645872310801,Hard,Sunny,2.864039734788241,9.00336325556844,3.0370627605570966,0.7226684215561396
8,75.37931780181044,3,44.608305793059635,288.15759190521817,42.0915738379654,994.7638605853366,1.9899271755174746,0.962885876629296,Hard,Cloudy,5.65059845173924,9.301677166600875,3.0625371852826726,0.6301769420277686
9,106.68836917467422,28,26.27965448141051,300.6688152808257,79.04661529592265,703.7174391943507,1.7746135860296337,0.8299816155694892,Soft,Rainy,3.788852968716843,8.74540633167564,3.1025794552062735,0.6998180082086478
10,78.19503368751468,8,27.226341911164482,276.8746945289768,98.05720548906433,965.8360034389493,2.714611935532772,0.8823969573500907,Hard,Sunny,2.644269323651219,7.191565784177676,1.4464672574723876,0.7253673148354448
11,86.17597731566453,12,23.896964136104323,302.95784165142504,72.85548213468479,806.10177231849,2.8584523071545407,0.953550856946034,Hard,Cloudy,5.199148765709845,7.114028001116386,4.881254634642592,0.7805281129159511
12,108.25216884677818,17,41.463086098296216,338.26144276638547,47.50778010632852,739.8071745033288,2.2661108555623404,0.9754257160662753,Hard,Cloudy,3.4255720705318966,7.651500550234513,1.3379429893928578,0.8100956366334604
13,108.27125014281447,14,22.075225715162517,344.44379623549935,74.47238071398772,747.2074525763605,1.9575618188720862,0.7074048199951549,Soft,Cloudy,2.736476571846485,7.859406107271956,3.8001536843494534,0.8901320997539749
14,95.07032608431501,27,29.93624906985565,260.05569543730496,91.07152302365824,910.3536155062812,2.266807244276978,0.7311858076862633,Hard,Sunny,3.02500463668238,8.214459678523554,1.231059275829952,0.9603660778118198
15,97.11430242594298,9,28.474961798628936,277.18459339842025,21.588538930837622,961.2159029967831,2.8184782809560933,0.9793516184014381,Hard,Sunny,2.139795921561881,7.22808423210821,2.7743670816741033,0.7859174328370075
16,90.69559326924119,15,36.65479189370464,347.9133917517725,33.876520802624924,892.3199061420364,2.537109521062676,0.8705526309203594,Medium,Cloudy,2.36249193157354,9.175476297826975,4.598713092024709,0.8985313741970954
17,85.26237700943226,11,41.912487950592066,277.04184104022437,92.73665937960148,978.6174914082259,2.787924129435176,0.9970576281801589,Soft,Rainy,4.370498941544501,9.134494476140475,4.073778169540057,0.6508795720994123
18,86.50325908794706,19,35.986293040902424,319.2707351143441,95.16096104000744,952.7436385170697,1.9925691346170755,0.9377899128150661,Hard,Cloudy,5.464871312377823,8.04003278097292,2.338704086532815,0.7315132793576498
19,98.53814596269635,4,47.93077978925203,275.34536938703644,53.572521440615056,702.7095420821951,2.567968692506244,0.9454420551229433,Soft,Sunny,3.7941216535953046,8.689007573105231,3.2053910637859975,0.6472316900490827
20,101.3331085303188,1,48.54327916661995,285.63655933210384,43.709586706296776,900.8288993290404,2.479573457267425,0.8158367522953022,Hard,Sunny,4.504232569198891,7.302747833106679,1.6610986224729434,0.8766964747080317
21,102.7052665304047,9,30.843959854955465,269.12789878968977,35.45036250427263,791.3904066142877,2.357424690975626,0.7772624163504996,Soft,Sunny,5.238932404917136,8.245655928400318,4.824480957698552,0.9630581458666047
22,102.63663499780938,0,43.33041128824678,335.63001936971455,54.88763869818716,836.350003516123,2.292337297845763,0.879477752194564,Hard,Rainy,3.4270756418322774,9.572694272440167,3.834709374994655,0.9556232538387344
23,78.19221360670416,6,42.16404149804569,338.2648763819504,94.10780364319466,728.209224440268,2.3264668247093954,0.9637096295904997,Hard,Cloudy,4.6172562814053375,8.981867389364792,2.4971750439066662,0.7305793397847327
24,92.30471066459035,25,46.78893775114482,279.69125079154315,23.482866468200992,784.6297485614951,2.7745066345900486,0.9177095526124942,Medium,Cloudy,3.401729703163816,7.311831327021642,2.271738380617112,0.6936877761943963
25,77.01455660058255,16,33.4383092062311,332.358982417063,47.784757469249826,889.8057902297522,2.8739917515062174,0.8416525420521834,Soft,Sunny,4.570861419088277,9.542734093652065,1.9545549982211217,0.7096201157382058
26,94.23351088133074,15,35.914195615933764,285.8241650036984,92.044707126174,765.5146390768972,1.6692906965778573,0.9259601428123114,Hard,Cloudy,2.870430880556992,9.042088688257149,4.146078197014417,0.7149338485843447
27,90.4535675480682,26,32.47322940744722,259.90194228951583,41.420734312982674,894.2610004813579,2.3531573663855014,0.9071192869622784,Medium,Rainy,5.91135861708168,8.359168882257771,2.7384570016456444,0.6328983027383056
28,106.06964639654049,26,45.511307578991165,325.8076397292073,79.12732663391834,976.9096512390017,2.8776126337098518,0.9739154274714787,Medium,Rainy,2.3047110742261734,9.076273117039442,2.3208688841776985,0.6533376557836895
29,87.28202543932275,23,26.89106946086403,309.6446248898845,45.033380761699185,701.4820915014872,1.7021099777386413,0.779067166939451,Soft,Cloudy,4.02093139809023,7.518460766290958,4.62088698816087,0.685793459045399
30,79.0973455749662,2,27.19127234727334,277.438244367075,82.44340104907374,935.7312159189576,2.119289059945359,0.7357934377771028,Soft,Cloudy,3.145185652208308,8.651459410817646,1.6008717902858423,0.6032676011008282
31,80.00470887184926,13,31.178153107312394,275.2999740511847,98.29021149614877,892.3956640489565,1.6336202570263558,0.8410153488916792,Medium,Cloudy,4.403351339264339,8.853781010696583,2.0553419762557903,0.6188919987635535
32,101.65287211011153,9,26.910284963070534,347.5623370482321,44.90398095177505,713.9898288201376,1.6702146030146061,0.8083242432586453,Soft,Cloudy,3.713227919643644,9.783234468829342,2.3790628499194004,0.8794201107222532
33,96.63763221606914,21,36.83020509244763,336.25010408930916,86.05887891167805,937.0501411735661,2.8561662188393,0.9924583441200935,Soft,Cloudy,3.226662350439708,7.200675132404924,2.0394059421936905,0.8477295009623729
34,78.53929366429766,6,24.03470319486507,330.9798329373765,98.95751423562707,767.3563105411394,2.1692693772457403,0.7022512562998761,Soft,Cloudy,3.000150553131742,8.124348142782546,3.3416121648844204,0.978168899127808
35,77.9437382140249,25,29.60558658212166,262.80177086416654,98.54471287101289,779.7461622167874,2.533109481006898,0.9800149185939389,Hard,Sunny,2.7299944567904593,9.810444129792801,3.4041244460117226,0.7607028497672229
36,99.5339196010692,16,47.4033409542677,325.51872742482607,49.03939733799772,728.054704740812,1.7083716348653,0.9865237667499892,Soft,Sunny,5.1315172647550495,7.65166316538578,1.2189958899344648,0.7777326711932722
37,77.54670522274677,29,32.27676440575388,271.45402212032866,53.7185008494235,860.3139446029778,1.5329212235891336,0.7152875130305367,Soft,Sunny,2.888799748374584,9.43960098496799,1.578116256259297,0.6270940487278848
38,103.76510207516247,5,42.44701149480528,347.7388943208241,37.306140547870186,849.467122080468,2.8357259360232963,0.9668709553437,Medium,Rainy,5.094104785503662,7.004816604878488,1.7941150255173794,0.6609002565480394
39,99.71847795047736,22,23.40386575119722,255.20891879622576,38.261688735012854,804.1523519008867,2.361818459323533,0.8412336518894328,Medium,Rainy,3.940154436617379,7.077652209542457,1.2813122740600806,0.8766429553801833
40,77.84720732246649,21,27.42693524425354,285.21384835602436,54.322356036901176,750.6261423300319,1.5299816333565102,0.9298452209361598,Medium,Rainy,2.288912085424793,7.982868655759352,1.4990479571972521,0.694015893415791
41,77.96931999298172,3,44.22036863601106,292.8647840778715,28.046673105787786,951.3860663497197,2.988509221391981,0.7237766593404842,Soft,Rainy,2.6617707106149435,9.305511132490818,1.9586055559424902,0.9093109430809511
42,109.53238524754114,16,42.88978808869082,332.42029115622546,74.00109665394348,962.9135290203014,2.238288574520637,0.9865616782354241,Soft,Sunny,5.571618576488794,7.312430407705327,2.382482429551076,0.8822720310517547
43,88.09947785146421,26,31.584677557814636,326.6222818004046,58.26776812788271,862.1738832141016,2.213814762247914,0.8822645425162192,Medium,Cloudy,4.411263288020519,8.148560930884354,4.165236048250268,0.8989049632138988
44,87.97247514734119,8,48.63190706100423,287.499214494659,90.8261071455954,773.2676000798134,2.431371276483932,0.9696082909958632,Medium,Cloudy,2.7373327148867377,7.394404506188486,1.8716203155572995,0.8762330505232744
45,103.44798485401259,3,47.31929047503637,306.55602934580406,82.95241904294869,728.8330197096052,1.5118568012931932,0.9018889282629842,Hard,Cloudy,4.815059660803204,7.670780708324225,3.6801033257733935,0.8830650998125804
46,108.15370020843505,6,48.869022473367195,333.55951636077305,39.022400156152116,960.5632502474689,2.35370756055966,0.8610430882169224,Hard,Rainy,5.29304697771396,8.508982576385794,1.2315240783388974,0.8187198090783039
47,109.51003723380049,22,32.83744070563356,251.81995921510526,55.522416071590065,728.8158158768663,2.4442258559844854,0.7517487052979298,Hard,Sunny,3.3226125902338994,7.957416225877635,3.632963705214963,0.8712948205996855
48,101.36823648406296,1,25.92420751057049,330.2178099524472,77.54634348748968,703.9540113248354,1.945430352154609,0.7533862390626401,Soft,Cloudy,4.22638085124285,7.635737937940248,4.178876822620831,0.8104717373013399
49,88.16908549358206,16,38.79975917274023,344.6896025342042,27.38801147305525,840.8192732015916,2.5902786146524477,0.8417710875859088,Soft,Rainy,3.173799881132548,8.180490943260782,3.41923179537852,0.6824354286447256
50,77.92252508445341,23,40.54319474837595,253.20645214841713,12.843795683582503,919.3813065938002,2.0661477243269517,0.9611326646924132,Medium,Rainy,2.320246870882345,9.103164892820892,1.805569161499534,0.687043026766916
1,102.20014205746028,7,23.763253533515602,254.55809870781826,86.70740736774555,837.2611013431122,2.5766597016872104,0.7345656033645568,Hard,Rainy,3.5980363109477436,7.358254319802965,2.321632055449624,0.7621210769381026
2,94.54414874075317,22,43.59449102887718,284.45140055660204,22.379523174365342,715.4231820959608,1.7157377676787715,0.9995155448877231,Soft,Cloudy,5.005728076459545,8.438783336082274,4.220725395445048,0.605566968046678
3,89.84777032364417,29,20.541806592798817,258.77695637676743,90.04702878583358,907.0087340265468,2.870546724061527,0.9627736769504498,Hard,Sunny,3.8347211155531076,7.824159125841819,2.7278875699650245,0.9557187388366783
4,106.72240347831575,14,34.4818516243035,297.9276080293888,92.22472214930302,892.6997861673552,2.81918606048439,0.817767631199396,Hard,Cloudy,3.6210760320806292,8.13586262061987,2.0209385917134903,0.7073064826716062
5,78.8919118807153,14,29.930487784846846,322.8710685089779,51.46303943234415,904.4589193373665,1.725939714131656,0.7759354992273295,Soft,Sunny,3.4640287553576847,9.464665536724578,4.730766146302156,0.6206152250119625
6,92.24187865018007,7,42.20909179697252,306.6899235031818,82.61035411173204,763.3607474047149,2.9076809056282813,0.9765988285496963,Hard,Sunny,3.835667290678199,9.789189939113285,3.549419426442362,0.7697702433592597
7,75.39737756685967,15,29.382821822654478,269.64319090727406,42.68721217187245,938.7095227435598,2.336670409150911,0.7369634857709907,Medium,Cloudy,3.2729158085306618,7.72893371536288,4.222858842192879,0.926239162698687
8,91.40312246979443,18,44.804213383430984,315.4811300030358,87.24380936605722,843.75046352444,2.5524745175474526,0.8041869806257493,Medium,Cloudy,4.448736779647499,8.88991287048847,1.0980075396252178,0.7589410978674971
9,76.97061464886431,10,37.84860466342432,318.4854479178916,84.22136957500452,860.905843177132,2.7604406885647927,0.7251737045481981,Soft,Rainy,2.25426391809878,9.030031839601516,2.357346332652399,0.7050732254766147
10,79.15862706938252,1,43.81680085286216,343.2445955685015,17.066655073108215,863.7490028962748,1.6253549206200055,0.9860386839193631,Hard,Rainy,5.229552693789257,9.527457996947298,2.835587609531988,0.8179609530842438
11,79.11341863719868,22,49.680219135188715,264.6796897377049,62.43415666771304,786.0419311213603,1.7539265361992498,0.8852868846026162,Medium,Cloudy,2.6926677886133503,9.69712740550359,3.3496862165430517,0.8297521899471161
12,97.72236057406222,23,40.37475037230671,319.23361649097234,67.59990132370734,775.0402313011127,1.9355863822289427,0.8008538934020316,Hard,Cloudy,4.533778913154978,8.403975392602078,1.7598875458805243,0.9036758755329269
13,101.11157077428982,16,49.54850949084933,341.14272188531476,10.077156161939445,701.429839144461,2.2158067220805204,0.7826449496111182,Medium,Sunny,3.799530092208963,9.9477269357455,2.991814210876735,0.9199014229425179
14,95.41790677840058,27,20.86508980765116,300.15641533206343,98.19264868563658,818.98310261662,2.019081759448111,0.8332282880629074,Medium,Sunny,5.093974187515228,9.912486920791189,3.7425014707587505,0.8824830991753024
15,108.67603919660897,25,30.144199654514253,286.17996798630566,46.591081741063974,845.5308951817196,2.2587695654130795,0.7274135431021812,Hard,Rainy,5.304559947284226,8.519403912515406,2.3835042267680966,0.6018154489555166
16,88.12047028332964,15,23.235597936869276,267.0749494221158,56.56088852732918,922.8411236965896,1.7788755410156045,0.9668046790696246,Soft,Sunny,2.8168014887426684,8.626096361940652,3.765768812152236,0.6008313747229155
17,84.99992301986512,24,27.869147941533186,336.67868864897576,27.532367181371885,719.98808828329,2.523231209899747,0.8532821130852181,Soft,Cloudy,4.708716589751022,9.003249518652696,2.5586161614873624,0.9909799944972739
18,105.40096948663111,14,45.16663697377324,289.4246374840594,64.9826719765535,977.1968237196133,1.5836023217755968,0.9175294374049913,Soft,Sunny,2.759630027070025,8.121448432659381,2.877853609487098,0.7056820418083494
19,82.82585434818084,12,20.96969795978271,342.48824432676923,82.9557879651423,779.1875404741124,2.0421742593119423,0.7701237525083297,Hard,Sunny,2.4959930433395385,8.986131741730933,1.5371716022890665,0.7129401583779524
20,108.7127888804214,14,35.60548807197181,334.7758298130776,62.73031111477553,810.0162070384744,1.768549867006684,0.8511247782630064,Hard,Sunny,5.721184405885005,8.542856180964126,3.6050982642472174,0.8928964419206895
21,75.42540661414357,26,37.01386122597119,287.6639851797196,80.92315412218875,714.5087396785785,2.5948999078060204,0.7633258408980867,Hard,Cloudy,2.6575562817653715,7.106310297331717,1.8971027520934882,0.8326342830367381
22,108.94575893476737,3,36.83453440015868,307.39143089462624,75.79971646463501,895.940923245437,2.825480008244867,0.9448283843861791,Soft,Rainy,2.9125277303309334,9.558186810030254,4.31540051618837,0.7854257740967876
23,76.51059691827017,15,34.25891221469767,252.71740362939215,31.389203037442424,912.67683921696,1.6181793138052123,0.9325825029523117,Hard,Sunny,2.5212960311518757,9.821337403471025,3.213773484187828,0.6465758793008886
24,106.19000897943249,29,43.71808894309266,276.3221402867135,49.22315569982387,978.6373651869296,2.6775567837996,0.7444606972589198,Soft,Cloudy,3.8811675574858233,7.078687235640988,3.2410269984608187,0.6325950665136546
25,93.4695388180205,11,24.006292685166535,321.02728485692495,23.376419599276772,801.0487009945687,2.8435834405831533,0.7223520702208198,Medium,Sunny,5.6784292900975615,9.367785456421856,4.649906089654834,0.8814492739624568
26,109.75376786417552,29,29.31731046652362,317.79109458462665,13.774228756759179,777.2106189634701,2.9609553249210827,0.9472590209664159,Soft,Sunny,3.0562229548489777,8.157439782823083,1.669610845237945,0.6498417938134717
27,77.58287976573897,3,38.47178160335518,285.3369459541751,15.676205973771783,917.8259510712612,2.369079376417633,0.732894371421779,Soft,Cloudy,4.1674085229971585,8.756895400086773,3.120938711510665,0.7743241020012126
28,94.38489995404623,2,40.728540988038674,330.86080319094566,94.82499368856016,912.0402665328784,1.9910878290111103,0.8645451942056006,Soft,Sunny,3.6458349483710597,8.499984840882147,2.5288200417835505,0.8944504292739615
29,108.92558874666847,21,32.12445295331169,273.5836051899871,98.60837132209407,981.1372173560161,1.9829603998009953,0.8603461893794221,Hard,Cloudy,3.344037643361908,8.653931952499141,4.865296300398708,0.9692795769813443
30,93.3084245459552,16,46.261137899816994,296.12705331522716,18.547975724485596,761.5955872699852,2.068455118941679,0.7608832204396467,Soft,Rainy,4.288610765054299,8.485558914274254,4.170856187392202,0.9494344242782962
31,97.02895233473419,21,32.46480190087743,297.2530635310901,40.167409165484386,911.5877868083605,2.4190011109914407,0.8774069397654348,Medium,Sunny,4.235571604675243,9.560126114463626,4.030003458516216,0.9456134647276506
32,99.35120411446161,17,32.083284030449995,284.0816768870017,20.297861214042044,720.0605731568063,2.2353450182086876,0.8508265622393809,Medium,Cloudy,3.4374664035360025,9.050520054085933,1.8164854245387585,0.7433991268323628
33,90.90893726687206,24,21.086217844621547,345.4666101125167,85.08059410320722,844.1104320271656,2.4804525396102526,0.8527567667119417,Medium,Sunny,5.402253186264167,8.237911766637483,1.9492929833934247,0.970868321938944
34,96.96453280294222,17,36.534240085842015,319.66840335151016,54.666738247625354,735.8172331797125,1.5589708102943642,0.8079099929274007,Medium,Sunny,2.2126884309981008,9.065705743451646,1.1167233095673152,0.8734649289969623
35,95.4510009173085,22,41.260425155357154,303.91993353273017,65.91355803329944,895.9437964283416,1.6588223255716705,0.9515285670775502,Medium,Sunny,2.3409535806692316,9.895143457251644,3.5541414477698234,0.9545950741116831
36,106.54053036718462,27,23.433144905505443,301.05150933886483,58.59197791615056,880.4400285075058,2.9648092491401417,0.7253111688604748,Medium,Cloudy,5.963125039866952,7.240924786160298,2.4833415273527235,0.6355698268972828
37,76.59062331195102,16,29.162982982636123,265.9296092471097,73.92282254566445,714.6498800889186,2.993078253279358,0.8315869143546007,Soft,Cloudy,4.990731648204717,8.164269914674172,2.2481627774973316,0.6158232636661561
38,84.83371163572806,11,43.43770861348557,287.2186897068098,38.72190189853545,795.8853467754268,2.6199882257090845,0.7779449074493558,Hard,Cloudy,5.215715613720394,9.611362096971387,3.5481249020436203,0.7718585540963486
39,108.26440194267956,22,30.977583062407263,317.27733147291076,22.374401907702907,818.5100896830259,1.8845957252715446,0.9545299755886544,Hard,Rainy,4.4108043005551885,9.21716533243442,4.314750461026181,0.9312060429361755
40,106.15923243618207,20,27.248073861201195,342.45702196867336,11.585800245674259,774.4180808538894,2.930072601600825,0.7675241452157661,Medium,Sunny,3.679441704105839,9.804786668345056,1.5321181839727713,0.7634130930087973
41,90.94798634749995,23,40.166019906953366,331.64640593918386,50.11235997633443,711.6010132056431,1.8205541906875553,0.93010744706974,Soft,Cloudy,4.51690751492923,7.119429662869718,4.674645815623872,0.9538588537463184
42,96.70464092305379,3,25.902763330149668,280.0389803959971,91.70509859122936,795.6465688318176,2.5971469836414087,0.8834545967176608,Medium,Sunny,2.370338822434852,9.588326827638362,1.137084916385244,0.6939093617540425
43,84.70834140433965,11,46.8695875874953,293.3956625689933,37.473988421103996,937.7874704352486,1.6728874675380583,0.9624370766140088,Medium,Sunny,5.031076673208652,9.375396309864616,1.380425360940536,0.6157376540029001
44,81.58424059033165,25,23.16795188078423,258.29175207127946,27.636113902206077,808.0327265774928,2.473356747839751,0.8781381828763231,Medium,Sunny,4.162972188575398,9.445117048247118,4.352512556487898,0.9045145150134897
45,91.22944417289938,22,41.19649406848481,260.2172323035581,93.34384716223964,797.010926570306,2.639272505034204,0.8669453099210542,Medium,Cloudy,5.826927562152369,8.791788184336452,2.9708153072702164,0.8504673554761412
46,87.36732798091185,21,34.98646103859126,297.0230386998715,19.490377487616477,982.5259413734753,2.789460216882124,0.9403389818744539,Hard,Rainy,4.549901030830599,7.1557511053618175,4.757019417083509,0.7760362230469269
47,95.42796391478052,20,46.09788687190981,303.02194068171,14.662093007422909,712.4892156143504,2.601459209532016,0.868745939949469,Hard,Rainy,2.6067701487138044,8.61738978685251,2.8466119863648824,0.9381030761773863
48,77.72071229377447,19,23.7858527307871,276.4027095696914,89.14718574598942,930.1864586925949,2.8852280330331777,0.9533626176940114,Soft,Rainy,3.9102004599121867,8.223253410969601,4.7044919438231005,0.9296702824853218
49,109.10381826831582,14,40.33684755488264,314.2782689185941,73.08184437592202,844.9280794943049,2.2813848868510878,0.7147954089427352,Soft,Rainy,2.2312889968772844,8.581125257955534,1.9585185025227774,0.7298136879160952
50,109.5173760567861,22,37.161639175441444,320.3380685580138,47.98617743236715,983.3387522531623,2.5161429103399917,0.8485449560981573,Medium,Cloudy,4.9817182371674855,9.220887920864026,3.4657984910743056,0.9351895599141368
1,99.43565999069108,27,34.40270426720139,279.91161316119576,77.7109575707957,818.0412232490175,2.054325127632528,0.9438074540133228,Hard,Rainy,4.00732608627327,8.787881903535283,4.977872011783019,0.7380633650081689
2,93.76337282204422,15,34.74221790298005,325.8424725707542,76.72959568398423,912.4127011016565,1.5155841739339688,0.9545095440746604,Medium,Rainy,3.478613479169478,7.8776886695778705,2.5042512322305908,0.8487611273014061
3,85.83346657002147,4,41.65930885395592,270.5604919039133,13.605450693452465,720.9806093171544,2.6350394332010105,0.9502166132228101,Hard,Cloudy,5.874197526688157,8.798522029211265,1.0058187380355181,0.6769990405281221
4,103.48282568974321,20,48.13224964804466,304.4251377275574,70.8622130855656,978.6317276751643,2.8047909718068085,0.881314395883469,Hard,Cloudy,5.762394075869519,7.249415329243073,1.2562088219281557,0.705676873519391
5,98.96559103938577,14,22.737549773571445,330.4281093562173,67.67851397074413,803.3628000395778,1.7608867155145904,0.9981914026420304,Soft,Sunny,5.8113279873044785,7.016097973651959,4.436238414186846,0.7791512465484769
6,80.6915928770712,16,20.585079428315606,303.70090856825556,96.74012227746732,857.201372735286,1.5429611274979367,0.7544158923417044,Soft,Sunny,2.883880968867641,8.204584081877645,2.96754254061875,0.7258384176047685
7,106.88245145728449,17,44.1711437744361,340.79627185210506,96.99603491437873,741.5444826288901,1.7467527682521955,0.7523372738162604,Hard,Rainy,4.914278382875969,9.271559083272207,3.1468727935508167,0.6516569772683203
8,103.78880350231091,4,23.24508162652278,255.8501232874636,44.001939358183954,983.6673613660723,2.8429339398589337,0.7098468023573524,Soft,Sunny,5.781528548809824,9.467902692966515,4.197704418702775,0.7929291407215189
9,108.24299696521734,12,49.600903882412716,308.8313845491472,63.08577206993965,901.891121178968,1.9432655840569946,0.9968011528766867,Medium,Cloudy,4.283481026826535,8.649517939922486,4.246316034970255,0.8045429642628512
10,100.40018279359259,18,38.580447468765115,306.175545254439,22.722163739954087,716.1842430508336,1.8505561722805075,0.8044061522667012,Hard,Sunny,2.8566413757326847,9.604020658825316,2.9096852319418263,0.6634823732297217
11,96.46953185775264,29,39.52599185762422,316.03533285426846,15.981087336142062,746.562033753785,1.5218847372648245,0.9286162538616309,Hard,Sunny,5.2712498555290495,7.377744551688333,4.432243107073527,0.6697253221503926
12,89.63850627017166,12,25.966751088140523,333.34068386803074,48.95018850330122,819.9501992927949,1.9455827208150993,0.7179130938326438,Hard,Cloudy,5.519672989306847,9.892317565905222,2.8736998333587076,0.6117388305456187
13,107.64549691739046,17,27.209369308900232,322.5853084338395,72.08938097515093,765.0313037152815,2.5734586155333545,0.7896064318989869,Medium,Rainy,4.812941545546056,9.765281009523456,3.700085497496059,0.6121402487586202
14,105.3122361325143,13,39.7805090929775,329.0282735372842,61.09850100679542,791.3876708548992,2.9386339325643296,0.8871542024184704,Hard,Sunny,3.174211510142385,8.797711751493328,1.1334473242461867,0.7434524829251528
15,76.58265345371663,29,47.29180513802591,278.8816725717621,48.66912299674017,999.2473482628529,1.9691118486564498,0.8574340288297795,Soft,Sunny,2.762775594617811,7.176166372102909,1.5519975474468097,0.6586609354476295
16,75.92284410740382,3,49.471716635527,288.74973785689645,83.63012920971319,897.5946091449407,1.8610279803160399,0.7623244719087657,Medium,Rainy,4.4970792047868695,8.36260858842642,4.405680149014463,0.9676366581463617
17,88.17621784073174,3,25.94092839893281,312.677697404623,81.49847249653723,976.6652806943356,2.8321035306939515,0.8384778738376533,Hard,Sunny,3.931202099209792,7.537818883367459,2.2524736892170587,0.6797656690891206
18,103.36936657736415,19,24.023588681293706,305.3461471924935,75.87478495699852,830.7395124562987,2.778757276248343,0.7326345975615538,Medium,Rainy,4.675130897653089,8.885275805232025,2.338975762378388,0.6263846350618346
19,109.55466452602306,19,21.692040732823713,346.11038749705364,16.9329023338385,913.0846853471703,1.9922406302155296,0.8628110416748511,Medium,Cloudy,2.446798661849464,7.569895584070836,3.6519647885557927,0.7616679525571423
20,80.26459118862348,18,46.048910544839835,268.6834499934419,81.68226651060792,837.9070876483866,1.603207730635581,0.729082432916521,Soft,Cloudy,2.543654204192255,8.445392981272395,3.3701526029197804,0.6769863763069095
21,95.79457503732473,12,28.841445405694063,285.12783724511416,92.747918439523,798.4673628565072,2.987984160700114,0.8907806372678537,Soft,Rainy,3.4515582239074862,7.61688078058057,1.3287545625959547,0.6247077354297474
22,88.33117998208576,11,20.05436101607755,307.27552332848546,15.34978794618248,855.7519439503169,2.5210564311926773,0.7466072734240635,Soft,Cloudy,3.0350411505155,7.545535390987056,4.063060137005973,0.9010909878046314
